DateTime,TimestampInfo,ArtifactName,Tool,Description,DataDetails,DataPath,FileExtension,EventId,User,Computer,FileSize,IPAddress,SourceAddress,DestinationAddress,SHA1,Count,EvidencePath,RawData
2025-05-03T22:28:28.9470842,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgeupdate/download/{f3c4fe00-efd5-403b-9569-398a20f1ba4a}/1.3.195.49/microsoftedgeupdatesetup_x86_1.3.195.49.exe,.exe,,,,1649736,,,,a074d6087c51fc80e3e94997146b2f2d8d63c220,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:28.1671762,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgeupdate/1.3.195.49/microsoftedgeupdatecomregistershell64.exe,.exe,,,,220232,,,,47d535ce4445b5b2c5408db9a28f8ec567fb5d82,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:28.1806989,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgeupdate/1.3.195.49/microsoftedgeupdateondemand.exe,.exe,,,,100936,,,,4b8b72c239f754c928648547a0e4b0190db54deb,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:28.1698168,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgeupdate/1.3.195.49/microsoftedgeupdatecore.exe,.exe,,,,268360,,,,8723d685335b4fdd513a53c829293fa3cbfd0436,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:28.1564610,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgeupdate/1.3.195.49/microsoftedgeupdatebroker.exe,.exe,,,,100960,,,,c0c028e32e7571397525c7b8be84db5c6d55dc95,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:28.1480717,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgeupdate/1.3.195.49/microsoftedgeupdate.exe,.exe,,,,206408,,,,3fe45c8d1f8239afad8f5ad7122f70208451a765,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:28.9047967,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgeupdate/download/{f3017226-fe2a-4295-8bdf-00c3a9a7e4c5}/135.0.3179.98/microsoftedge_x64_135.0.3179.98.exe,.exe,,,,172498512,,,,4e2545d6dcbfcd5afd67c301c43edd3259fca615,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:28.4469903,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgeupdate/download/{56eb18f8-b008-4cbd-b6d2-8c97fe7e9062}/136.0.3240.50/microsoftedge_x64_136.0.3240.50.exe,.exe,,,,174214736,,,,00c81b961f887d54102c94fa59e423eb80d6b86d,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:28.0465428,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgecore/136.0.3240.50/msedge.exe,.exe,,,,4045880,,,,7d6053a62f97e76159c3fdafa9b0ae91323ac103,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:27.9224062,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgecore/135.0.3179.98/msedge.exe,.exe,,,,4419624,,,,f0028865f35deca1f19255d31190ba52e47e128d,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:28.0710058,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgecore/136.0.3240.50/msedgewebview2.exe,.exe,,,,3472936,,,,03779b130dffa554a59bfc3bbe16a839d546b195,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:27.9356959,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgecore/135.0.3179.98/msedgewebview2.exe,.exe,,,,3846728,,,,0d9482901b45194a5c04ebf5e03b720a63000dfd,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:27.9356959,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgecore/135.0.3179.98/msedge_proxy.exe,.exe,,,,1479240,,,,3e00cf57829e63f14a19716929b66f2c333aa008,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:28.0710058,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgecore/136.0.3240.50/msedge_proxy.exe,.exe,,,,1472552,,,,b8c85e75c501f9a1aee5bf48ed32ddb797c77340,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:28.0815859,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgecore/136.0.3240.50/msedge_pwa_launcher.exe,.exe,,,,1874472,,,,29c3ec6ab021c362f5966dc05cbdafe3f234ca2c,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:27.9466110,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgecore/135.0.3179.98/msedge_pwa_launcher.exe,.exe,,,,1881640,,,,25294af1c6cd44dca58a809f8d67216f2458f7f6,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:29.2257582,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files/windows defender/msmpeng.exe,.exe,,,,103384,,,,85536ad6afee43b728ed12ee8cffca41f74f6446,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:27.9560226,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgecore/135.0.3179.98/notification_helper.exe,.exe,,,,1660488,,,,53a66d76b8090c5a8507b11a9a2cb8979dce7295,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:28.0930237,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgecore/136.0.3240.50/notification_helper.exe,.exe,,,,1648168,,,,1ef182dd7c7f219517b783b8de8aa68dc2a6f875,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:29.0471594,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/users/admin0x/appdata/local/microsoft/onedrive/onedrive.exe,.exe,,,,2367352,,,,2d7da1c3bfa4755ba0efec5317260d239cbb51c3,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:27:18.5990798,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/users/admin0x/appdata/local/microsoft/onedrive/update/onedrivesetup.exe,.exe,,,,89199416,,,,3809f744bb2ce16be7b4c286d074c9837dbe6201,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:27.9582656,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgecore/135.0.3179.98/pwahelper.exe,.exe,,,,1433664,,,,ccabe41fa309b3798600800f87e091375e39cd85,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:28.1268551,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgecore/136.0.3240.50/pwahelper.exe,.exe,,,,1428008,,,,75d56a841eb36280e24d0ff088255793e68d6fce,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:28.0261766,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgecore/136.0.3240.50/installer/setup.exe,.exe,,,,7312424,,,,92ab91c725614d0e28bbcad5f7b527f20ee0ed09,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:27.9031385,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files (x86)/microsoft/edgecore/135.0.3179.98/installer/setup.exe,.exe,,,,7690792,,,,ce4cd576bab10c3da893402da198fde43efacdc2,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:27:27.6969933,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/windows/system32/sihclient.exe,.exe,,,,381224,,,,6698bb85552370ac4c8b952a0b4eb7749b6559b2,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:27.7145630,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files/sysmon/sysmon.exe,.exe,,,,8480560,,,,52f0d0cc4b573654f3844a8ff50fc503fb8f2f54,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:29.0788995,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/windows/sysmon64.exe,.exe,,,,4563248,,,,f82ac04c585970f462dd7a8d52a9a7bac23eaffa,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:27.7385093,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files/sysmon/sysmon64.exe,.exe,,,,4563248,,,,f82ac04c585970f462dd7a8d52a9a7bac23eaffa,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:27.7723876,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/program files/sysmon/sysmon64a.exe,.exe,,,,4993440,,,,ba232bb485b8da4661e8ada323a8e1c947afd1dd,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
2025-05-03T22:28:29.1700257,Last Write,Amcache,EZ Tools,Program Execution,Unassociated,c:/windows/system32/vm3dservice.exe,.exe,,,,589968,,,,1ea4be149249f74ae69b79983ca71726b57032fe,,ProgramExecution/20250503174027_Amcache_UnassociatedFileEntries.csv,
